loan_amount,business_type,location,season,repayment_history,existing_debt_ratio,default_prob
1302,Agriculture,Rural,Lean,0.27173448803359146,0.5904049169610777,0.44456370772714005
902,Handicraft,Urban,Harvest,0.39118222059245544,0.5013360429371347,0.18370056754327632
1983,Livestock,Urban,Harvest,0.5526205264860955,0.2002471906765708,0.056332589878213324
627,Handicraft,Rural,Planting,0.5203289335036796,0.059380745138990235,0.30532539906223294
124,Handicraft,Rural,Harvest,0.4073545092133979,0.6721872538922329,0.32937000373399483
484,Agriculture,Rural,Planting,0.6892162879106887,0.7079152598014862,0.12913136652817764
152,Agriculture,Urban,Lean,0.2777658036611149,0.13159722633385496,0.38712086359176057
1495,Livestock,Rural,Lean,0.2669366824837247,0.247581653535626,-0.04246899917220737
1777,Agriculture,Rural,Harvest,0.2735887267746395,0.2258739055453859,0.16787683720202573
813,Handicraft,Urban,Planting,0.43185198883788656,0.7499588485921239,0.1605080370988611
787,Handicraft,Rural,Lean,0.25487793007312504,0.16382190554455073,0.15333382981393476
855,Retail,Rural,Planting,0.4765015307809034,0.13323138567986562,-0.09145636197158544
1379,Livestock,Rural,Planting,0.42876964366023235,0.1454708397985592,0.11210308781178281
147,Agriculture,Rural,Planting,0.38463510876037177,0.5838953408750135,0.37895093248429634
1923,Agriculture,Rural,Harvest,0.27941977595427137,0.7104158753971802,0.25558432480952803
847,Agriculture,Rural,Lean,0.6344072013058957,0.3146939285066145,0.3403094868003844
1408,Retail,Rural,Harvest,0.4542719462495446,0.10886392349308541,0.10158532027020287
908,Agriculture,Rural,Planting,0.43485852368196154,0.468577597926672,0.17206186741443155
484,Agriculture,Rural,Harvest,0.3701843644495618,0.1679479666631809,0.347245252740831
496,Handicraft,Rural,Lean,0.48742946782901864,0.05132115789218786,0.05386561848201612
1381,Livestock,Urban,Planting,0.7629251331709777,0.7089851027059809,0.057028920243263836
298,Agriculture,Rural,Planting,0.334357201679638,0.6966730210669408,0.24132684138418628
215,Agriculture,Rural,Lean,0.3403231558926665,0.780728128207419,0.5746504760415138
1554,Livestock,Rural,Lean,0.29460121573037723,0.3792038039249064,0.2378801750608403
1033,Agriculture,Rural,Lean,0.4921855298719455,0.23520095856833773,0.4987885472560143
1408,Agriculture,Urban,Lean,0.5947234232557748,0.615826996456322,0.6795094943538778
1069,Agriculture,Rural,Planting,0.31070337991776253,0.1443959456671302,0.0727073119785078
591,Retail,Urban,Planting,0.4342465707396901,0.19463366145302452,0.05513477226183293
808,Agriculture,Urban,Harvest,0.41113316373171904,0.20454610096590456,-0.056174402082041774
1179,Livestock,Rural,Harvest,0.5261122880055661,0.7612955279297441,0.28950763905668625
1636,Retail,Urban,Lean,0.5384404407091037,0.5838583350648592,0.09727416436269189
130,Retail,Rural,Lean,0.38655799523530743,0.10695583406572276,0.20258389551931044
182,Agriculture,Rural,Lean,0.2825124360204372,0.07427670249912542,0.3733149837381749
846,Retail,Rural,Planting,0.2918396002078117,0.6742518828676094,0.4136702337183869
949,Retail,Rural,Lean,0.349329893526654,0.6418194584358092,0.08261371876015691
187,Handicraft,Urban,Lean,0.4940920432419595,0.5367956624066842,0.28553787633031236
233,Handicraft,Urban,Planting,0.3113623041639482,0.1568805219172929,0.22505601504014502
1474,Retail,Rural,Lean,0.49796002627594554,0.384226831111417,0.20480900612731345
1403,Livestock,Rural,Planting,0.4872174992150149,0.48218075636581914,0.061627156492157636
834,Handicraft,Rural,Planting,0.8720360456505876,0.7457100214722813,0.2214516794777235
1581,Handicraft,Rural,Harvest,0.7209770552712442,0.13553899215792847,0.08164871422056959
1925,Agriculture,Urban,Harvest,0.9877597797714743,0.412357445716891,-0.0987180988636095
1033,Agriculture,Rural,Planting,0.5296075811274317,0.12620131110264962,0.25162642402488145
118,Agriculture,Rural,Harvest,0.5203991660277879,0.3550794724593218,0.10839487799599704
595,Retail,Urban,Lean,0.3159336893054243,0.16010797970473833,0.2827533121475726
1847,Retail,Urban,Harvest,0.7176796235037919,0.6689489666521691,0.16937170479466665
102,Retail,Urban,Lean,0.3586673755965344,0.20378902211001038,0.23519030441239577
1523,Handicraft,Urban,Planting,0.33622264346660546,0.3336837729952194,0.08035084690502486
254,Handicraft,Rural,Planting,0.7324184085143703,0.3262301219937082,0.12682675855443448
175,Livestock,Urban,Planting,0.6065573410406865,0.6930359680174069,0.21201779176014612
1820,Agriculture,Urban,Planting,0.3173441153815375,0.6062379717858083,0.19128587431066774
92,Retail,Urban,Planting,0.3395869923504209,0.046060391212067224,0.021351747998383602
1825,Agriculture,Rural,Planting,0.3629939332889272,0.05366996573453147,-0.2003951699303761
1956,Agriculture,Rural,Harvest,0.4548560322653545,0.4409577961045633,0.08538721353175094
160,Agriculture,Urban,Harvest,0.5722087641782962,0.3421752218862348,0.20265464110807585
810,Agriculture,Rural,Lean,0.638329583239428,0.22046737642947367,0.2588210829109642
1736,Retail,Urban,Planting,0.4607385691718618,0.6340967505659243,0.08889520075454373
1256,Handicraft,Rural,Harvest,0.4136244086930867,0.10290813751919954,-0.03494831463659377
897,Agriculture,Urban,Planting,0.5711560387258207,0.7792455302961215,0.24106451188140685
144,Handicraft,Rural,Harvest,0.45458132967277787,0.019282005401728777,-0.0036714568798967423
1447,Retail,Rural,Planting,0.32734116908559363,0.0945845796886749,0.2418500382949096
1985,Agriculture,Rural,Lean,0.7275381718181573,0.2490533234206816,0.4641419096233402
1593,Retail,Urban,Lean,0.4259146622318988,0.4073192762044025,0.18758906230119196
949,Agriculture,Rural,Harvest,0.3393563338970994,0.17290892678345912,0.1640733019297122
409,Retail,Rural,Planting,0.39206001029005144,0.5889721190832211,0.1326906150081663
949,Retail,Urban,Harvest,0.5954607312964322,0.28603352274079186,0.04161833225421922
1769,Agriculture,Rural,Lean,0.3205573376703859,0.03083066671755006,0.47918518735115345
330,Agriculture,Urban,Planting,0.722843449215349,0.7021775739525155,0.27334819977190494
1268,Retail,Urban,Harvest,0.5364544538499196,0.7550925384688504,0.29077657680763674
1937,Livestock,Urban,Lean,0.5993169778937384,0.4948508979496354,0.11201436726352645
1268,Agriculture,Rural,Lean,0.549512652533925,0.6452291108563242,0.45748671653914774
716,Handicraft,Rural,Lean,0.3181889273033471,0.09688923095464147,0.028473828914923296
142,Retail,Rural,Lean,0.554386477713073,0.2150562254293317,0.1866786571546939
721,Livestock,Urban,Lean,0.2912954587962502,0.260185350142547,-0.037802804994958195
110,Handicraft,Rural,Harvest,0.5405229576491877,0.768602533558797,0.0022184325786776538
683,Retail,Urban,Harvest,0.39991530155585353,0.40977811192589403,-0.028517610093283685
1124,Retail,Rural,Lean,0.4043089435067069,0.005930847051167998,-0.1237291003852054
1476,Handicraft,Rural,Harvest,0.3198183791406278,0.3041486582960764,0.2985710649379356
1862,Agriculture,Urban,Lean,0.4183619265273082,0.006200480692461152,0.4671663435164234
1078,Agriculture,Rural,Planting,0.5294447447733275,0.19024459237795668,-0.0112274534087132
1539,Agriculture,Rural,Harvest,0.2908709754664618,0.36376005371294196,0.1685280737538745
653,Handicraft,Rural,Planting,0.34836987088452687,0.2587144443366693,0.2960664456194913
731,Handicraft,Rural,Planting,0.48338222164483763,0.026187369828136565,0.132750002810144
1902,Agriculture,Rural,Planting,0.22662051009683437,0.09306857792702355,0.34605826586796007
583,Retail,Rural,Lean,0.2512555621694255,0.44070924897818636,0.18902690206094164
1478,Retail,Rural,Planting,0.3297818802497474,0.5564839235075882,0.146313608026799
887,Agriculture,Urban,Lean,0.4844922253118749,0.3236392097863221,0.33394309149177176
1586,Livestock,Rural,Harvest,0.5201792073610716,0.5851853971399256,0.1913746639037689
694,Agriculture,Rural,Planting,0.5483879016995483,0.13066631081211497,0.18748151606618751
282,Agriculture,Urban,Planting,0.5137280990484346,0.09764635824614887,0.10238256011889357
573,Retail,Urban,Harvest,0.5365636857205703,0.6715629727546206,0.16800854172853716
395,Handicraft,Rural,Lean,0.35678942462304475,0.2713706787937597,0.2764077655970165
1119,Agriculture,Rural,Lean,0.46655393970497216,0.34579833755553946,0.5020657861686626
595,Retail,Rural,Lean,0.5055475377932119,0.7580652818538373,0.2144372760397949
1151,Retail,Urban,Lean,0.5708897427809247,0.33928986234968744,0.05556538370828994
1803,Agriculture,Rural,Harvest,0.2425916400356591,0.0027920846815233883,0.08872539177777633
1886,Agriculture,Urban,Lean,0.43173940133721683,0.7503775516398686,0.5825893224030818
1996,Retail,Rural,Lean,0.5528597512878002,0.011294906788662386,-0.008704868946946678
1146,Agriculture,Rural,Lean,0.33558358865909127,0.5298290269833584,0.38226297322105884
843,Livestock,Urban,Planting,0.366074428354246,0.2583127276260028,0.0987362556118954
298,Handicraft,Rural,Lean,0.3126465430355517,0.376312605248164,0.17344457038652622
96,Livestock,Rural,Harvest,0.7431317384686082,0.43782813415694727,0.26242488257767593
1194,Agriculture,Rural,Lean,0.3337273894343943,0.3267680458364434,0.3492907637658776
263,Livestock,Rural,Planting,0.375130862786117,0.6194950297457346,0.2403041862245143
288,Retail,Rural,Harvest,0.40102837341435893,0.7445651277315568,0.21100162220343438
1129,Agriculture,Rural,Planting,0.306937020538399,0.06912964169509461,0.09499129666598632
399,Agriculture,Urban,Planting,0.4973661791792331,0.6402023049879785,0.35737216440913644
156,Agriculture,Urban,Planting,0.43006148974661934,0.10293691272051611,0.1141993728146471
880,Retail,Urban,Lean,0.8263049100958921,0.0642217465996862,-0.05245687836602445
97,Retail,Rural,Planting,0.3585768146602506,0.7646651621777031,0.3380211823910636
1646,Agriculture,Rural,Harvest,0.26985469360811615,0.39143822519301924,0.2693335093280727
386,Retail,Rural,Planting,0.7271989782781159,0.12208263280743088,-0.034780431372392576
1099,Agriculture,Rural,Harvest,0.4314285354457634,0.45596569057367176,0.05718518482916536
853,Retail,Rural,Planting,0.40261723609684935,0.21058971101564242,0.1727773292593081
1330,Agriculture,Rural,Planting,0.45386516981418473,0.37144721344639536,0.15291277534298914
57,Handicraft,Rural,Harvest,0.6137595854455882,0.4997276751039283,0.11082332673305467
674,Handicraft,Rural,Harvest,0.7897665753719192,0.6954158630959958,0.27624803711224827
1940,Retail,Rural,Planting,0.27747861712252386,0.002465118615446649,0.04964316155113497
1326,Agriculture,Urban,Planting,0.8436222415434393,0.171312528732759,0.09987545976537465
1765,Agriculture,Rural,Planting,0.2868341852844296,0.07701643433502366,0.23984259586941908
768,Handicraft,Urban,Lean,0.7107841362976108,0.07767816124725001,0.02500492578998984
352,Agriculture,Urban,Harvest,0.3081041902160854,0.756621930511924,0.07219888409704953
688,Agriculture,Rural,Harvest,0.47982290275761663,0.748866347612042,0.187493055769281
105,Agriculture,Rural,Planting,0.3501353786409228,0.5994464637609865,0.2362973601136027
775,Retail,Rural,Harvest,0.4315890082820355,0.5144504339207324,0.2884523298181219
575,Retail,Rural,Planting,0.6178874060302755,0.6783763570861625,0.14087609148910132
523,Handicraft,Rural,Planting,0.6117635784243658,0.04672699047245406,0.23989020597715735
77,Agriculture,Urban,Harvest,0.5297715130434482,0.09558863448098275,-0.040230237933694846
127,Agriculture,Rural,Harvest,0.33526811981796356,0.2536903386370672,0.16686221620945102
1289,Handicraft,Rural,Planting,0.5370850954023972,0.6659939039172108,0.1787197131021621
1459,Handicraft,Rural,Harvest,0.3533401577267019,0.37778603421320817,0.30726527249763425
414,Agriculture,Rural,Lean,0.4771975007157963,0.4028598107500947,0.3116276189644553
715,Retail,Rural,Harvest,0.5610068824582628,0.18341234372304607,0.14509491218946213
575,Agriculture,Urban,Harvest,0.31258674692332467,0.5187099849388209,0.1824308217597944
748,Livestock,Rural,Lean,0.3356932269740961,0.7102737232498114,0.3946148555724469
1385,Agriculture,Rural,Lean,0.32654601776307285,0.263611375886774,0.3708845043906357
932,Livestock,Rural,Harvest,0.441856008786328,0.4953487518159073,0.22432317529467596
1080,Retail,Urban,Lean,0.5265841291085278,0.26555917128945766,0.040305060847827506
1076,Retail,Rural,Planting,0.3906075547455607,0.6341752894674642,0.23705014242394362
1696,Agriculture,Rural,Harvest,0.7658626948383589,0.3799677895938538,0.07417766641993971
968,Retail,Urban,Planting,0.29814017656916264,0.2715752177757637,0.12107104154403583
799,Retail,Rural,Planting,0.5152935525796764,0.33603908336903354,-0.05882974669020952
412,Agriculture,Urban,Harvest,0.7691003931140903,0.0729820171169826,0.09068975089209266
1824,Retail,Rural,Planting,0.24074933779352653,0.6928937226579525,0.14424243016737648
1581,Livestock,Rural,Harvest,0.31073544286402116,0.766455244270484,0.14501277091930448
1347,Retail,Rural,Harvest,0.275735316989994,0.38193134378833327,0.029497630653290086
1579,Handicraft,Rural,Harvest,0.3898525837670133,0.17706976646251152,0.021331129887551592
855,Agriculture,Urban,Planting,0.2854369924620376,0.5317249592711509,0.26357741961784314
788,Retail,Rural,Planting,0.32218154227597284,0.3619051836329142,0.21917113423382784
1956,Agriculture,Rural,Harvest,0.7102075716311989,0.20184006467073579,0.15020797324359025
1088,Retail,Urban,Lean,0.542270422341884,0.03074651479211923,-0.027889349677339845
1265,Livestock,Rural,Planting,0.6021019954082777,0.7117635614308098,0.22351557553219267
1704,Retail,Rural,Planting,0.37985643940214225,0.6373874816360381,0.15896067711647419
534,Agriculture,Urban,Lean,0.6232500276516597,0.6632048461115035,0.5846264339083833
77,Agriculture,Urban,Planting,0.2992775553869834,0.3518717847451111,0.21808411912540493
763,Retail,Urban,Lean,0.4065976684934818,0.602604313562742,0.14387937976716492
1112,Retail,Rural,Harvest,0.36268113481476616,0.4649802111039965,0.2926514255304081
1346,Handicraft,Rural,Harvest,0.6422292956246092,0.2998202371307945,0.1643640871466
1304,Handicraft,Rural,Harvest,0.4476112588389934,0.674193670497744,0.07899676258231733
135,Retail,Rural,Planting,0.4180986421132889,0.7990060384355346,0.07993419323695602
1547,Agriculture,Rural,Harvest,0.4010487262569633,0.719425845819488,0.09895927817269132
175,Agriculture,Rural,Lean,0.6133720036337946,0.6209535773490447,0.6471030865774035
861,Agriculture,Urban,Lean,0.4140089333584268,0.5980063777539015,0.4059536729433732
586,Agriculture,Rural,Harvest,0.2777495975153969,0.5201990744134839,0.39999139602356937
194,Retail,Rural,Lean,0.8164150395290075,0.6828939974716617,0.057384685259541934
1598,Retail,Rural,Planting,0.5045464736388106,0.3944649982597328,0.03582452307839054
1285,Retail,Rural,Harvest,0.24812656782423154,0.1453836081583944,0.2298529845643704
74,Agriculture,Rural,Harvest,0.45241396530864464,0.6144397794153652,0.29757819217702
1653,Agriculture,Rural,Lean,0.2555228785131512,0.7356050993407083,0.614375105454531
1467,Agriculture,Urban,Harvest,0.35755210961674044,0.27308183354439963,0.2185945796455333
116,Agriculture,Rural,Harvest,0.6898949253196008,0.6263866383657085,0.09163091133936821
282,Handicraft,Urban,Lean,0.5449999017464981,0.21897816246593127,0.1953459667792765
158,Agriculture,Rural,Harvest,0.3592293321482141,0.7540802186869456,0.27093131108701723
1219,Retail,Urban,Planting,0.811618602882066,0.5467687936110294,0.1010834293315067
160,Agriculture,Urban,Harvest,0.2713195762385385,0.4554207897459177,0.20984821129187953
277,Handicraft,Rural,Harvest,0.40206544862066196,0.62389612632286,0.3205339897864005
160,Retail,Rural,Harvest,0.49547201041659944,0.6505849364460334,0.24498124602249843
1543,Agriculture,Urban,Lean,0.6555384593307587,0.7138959185802777,0.27866820554640703
83,Retail,Rural,Harvest,0.4879000527907747,0.7208956262779445,0.31011690446616047
672,Handicraft,Rural,Harvest,0.39634520637986387,0.042152660442837234,0.1804426224778428
1849,Livestock,Urban,Harvest,0.2691096215116483,0.09832608641023635,0.0913923060912446
1442,Agriculture,Rural,Planting,0.5268687666175127,0.6608487025497667,0.21481425483923874
797,Handicraft,Rural,Planting,0.3676145061986643,0.7568413227041426,0.2575000637269621
644,Livestock,Rural,Lean,0.770363643352787,0.24613747849915246,-0.1142730084007644
1627,Livestock,Rural,Harvest,0.394287281720774,0.006881454746172278,0.052066167781707404
474,Retail,Rural,Planting,0.2456497328993419,0.2581641512281584,0.1284876625160396
662,Retail,Rural,Planting,0.3592632422122578,0.3062913087780573,0.14149608853844325
1591,Retail,Urban,Harvest,0.3198193863103631,0.608826691778722,0.17120765402242547
741,Handicraft,Urban,Lean,0.40656501463701067,0.03806773251027132,0.16291297122884085
1355,Retail,Rural,Lean,0.37086602780719113,0.1701121888741282,0.04747964374728128
1393,Retail,Rural,Planting,0.4503874537504001,0.7151748689557117,0.3164845723309376
1811,Retail,Rural,Lean,0.33600573730328076,0.12385632756114724,0.18594461325644732
1516,Handicraft,Urban,Harvest,0.36972097828522804,0.6073981215746742,0.3520633163523098
364,Handicraft,Urban,Harvest,0.6858835030578601,0.28904833246326067,0.2783070444476785
926,Agriculture,Rural,Harvest,0.6388105268043145,0.5301281719371089,0.3342492375083306
1814,Handicraft,Rural,Planting,0.5615783510358381,0.059077202642393536,-0.04098310856369987
1450,Retail,Urban,Lean,0.4153693151720428,0.2292463560688347,0.16796245749747335
1362,Handicraft,Rural,Planting,0.4849888858393402,0.339831789997376,0.0734393994922333
1510,Retail,Rural,Planting,0.31461380641278824,0.6857701008622312,0.5679919081794398
711,Agriculture,Rural,Lean,0.3301240422822168,0.45079668611689416,0.5520478667795253
326,Livestock,Rural,Harvest,0.37307055760147634,0.03618023446215135,0.2429066622215882
1783,Agriculture,Rural,Lean,0.7485217347908688,0.6414932586609009,0.5095573418633987
1655,Handicraft,Rural,Harvest,0.3134328158081935,0.04361719116118606,-0.1518357927093055
1576,Retail,Rural,Harvest,0.5191265584048874,0.7474932511935206,0.1432731633163486
673,Retail,Rural,Lean,0.634927449045635,0.16937395683231166,0.02007737994098631
565,Agriculture,Rural,Planting,0.8472122779513849,0.39034091572564383,0.06197281369605841
1423,Retail,Rural,Lean,0.797487010147429,0.05782477501304726,0.07789873350583809
892,Agriculture,Rural,Planting,0.6353065293270495,0.4493699090382133,0.19471127485002176
1519,Agriculture,Rural,Lean,0.4377725801258353,0.3977829605827854,0.20115706112602272
1903,Agriculture,Rural,Planting,0.4550182494230246,0.3281988279050744,0.1236950717499549
399,Agriculture,Rural,Harvest,0.2892425929335468,0.028458333627231804,0.06371766564684841
1680,Livestock,Urban,Lean,0.2803503761681649,0.7031491029212025,0.38668109652926486
1737,Livestock,Urban,Harvest,0.417613183172418,0.64210927905029,0.2750043387422385
872,Agriculture,Rural,Lean,0.6058913883263616,0.5064240162631927,0.442093342763304
1210,Handicraft,Rural,Lean,0.6102179658986886,0.4577839861071444,0.17239218472289375
808,Agriculture,Rural,Lean,0.6430397365415326,0.555957145095865,0.29603316476607044
948,Retail,Rural,Lean,0.569934731359625,0.11519201273149378,0.1536833973255357
292,Handicraft,Rural,Harvest,0.412084193929974,0.7461153970531873,0.19785655826186416
592,Livestock,Rural,Planting,0.44071140303315304,0.22773863320371276,0.04870313890959389
1113,Retail,Urban,Planting,0.4763587182977443,0.5251922179544019,0.3150078198298445
278,Handicraft,Rural,Planting,0.28672382417322295,0.4854045449135238,0.2314304176244806
597,Agriculture,Rural,Planting,0.2920219891238268,0.5092911837724869,0.14151184536785383
969,Livestock,Urban,Harvest,0.6142150723459407,0.7031616984656899,0.13806076421629887
1296,Agriculture,Rural,Planting,0.3413177728999409,0.2367289653204958,0.1827387610931574
55,Retail,Rural,Planting,0.34298717788138755,0.5991585506021259,0.24720076308561323
1395,Retail,Urban,Planting,0.5456327819674078,0.4787128511513354,0.16684015807760036
517,Retail,Urban,Lean,0.28550675276262727,0.06084826476371213,-0.000991998821247106
1805,Agriculture,Rural,Harvest,0.3954919744001094,0.3313237447055801,0.05139455077017341
124,Livestock,Rural,Harvest,0.6345869810906928,0.6703612586125955,0.11405280674228939
53,Agriculture,Urban,Lean,0.5253786815772754,0.25227791114446874,0.4020341369170289
1920,Retail,Urban,Planting,0.26601252634332956,0.3858111066503008,0.18312923606777673
695,Agriculture,Rural,Lean,0.4477100185214546,0.39091085452292795,0.44502856555287945
167,Agriculture,Rural,Harvest,0.25203563558724495,0.49440789344469005,0.19965173724380295
930,Retail,Rural,Planting,0.2724192921227784,0.7072142878321467,0.4387045235401196
1679,Retail,Urban,Harvest,0.24371721883950168,0.13883135902812516,0.22613369763901692
553,Agriculture,Rural,Lean,0.5367140625012398,0.40369350611210053,0.5690532675020579
996,Agriculture,Rural,Harvest,0.3372227678887404,0.3394138074300897,0.21372574545910486
623,Retail,Rural,Lean,0.35339785250956546,0.23673607208047712,0.15157780377128538
1514,Handicraft,Rural,Planting,0.351360773836159,0.7356865415630178,0.285429016198601
243,Handicraft,Rural,Planting,0.30959797485806806,0.006536873926171172,0.12744969581806803
896,Agriculture,Rural,Planting,0.3783386922567032,0.09768383410430169,0.19358378384351016
764,Agriculture,Rural,Planting,0.3969058103848083,0.5866755599328877,0.1102851937640129
1465,Agriculture,Rural,Planting,0.8437039578733252,0.21075328374953078,0.13806977253055008
1099,Agriculture,Rural,Lean,0.739083975261458,0.5785434088737947,0.4715519523632704
1508,Retail,Rural,Planting,0.6159559601363809,0.6658028885724503,0.010058479929119013
222,Retail,Rural,Harvest,0.4766623084916133,0.20369281346762413,0.12781138508289214
1373,Agriculture,Urban,Harvest,0.39527305878160696,0.15355543029041938,-0.009201652848075559
1718,Agriculture,Rural,Lean,0.7658812482824779,0.11624050614492623,0.30486614664800854
375,Agriculture,Urban,Lean,0.5074175454507011,0.16007088870595698,0.3899824799480921
1483,Handicraft,Rural,Lean,0.4817955875048002,0.21374831129375327,-0.03022986275113662
1191,Livestock,Urban,Lean,0.5288493195657527,0.6949998532324071,0.2042984544209964
885,Agriculture,Rural,Lean,0.7038466387910651,0.616003530601946,0.4744705180087802
1860,Agriculture,Rural,Lean,0.47189240005169486,0.0014754535345932853,0.4550186038788529
773,Handicraft,Rural,Lean,0.2838271629291287,0.6992953136784783,0.2019084532679059
274,Livestock,Rural,Planting,0.23315151225717715,0.06304983976158214,0.15508474154568877
581,Retail,Rural,Harvest,0.318829531988364,0.5242124940374983,0.19747679409786398
162,Agriculture,Rural,Harvest,0.5092582345829657,0.12117981457346111,0.056020154107083
189,Agriculture,Rural,Harvest,0.3525411225360717,0.04982064840876497,-0.059974768212694735
608,Retail,Urban,Planting,0.5691236858128297,0.6078165580169422,0.17503472799851422
50,Agriculture,Rural,Harvest,0.6275249395672899,0.3737624910846744,0.2050750070220917
139,Agriculture,Rural,Lean,0.5307411132573856,0.4792500106489273,0.3728671560826659
703,Retail,Urban,Planting,0.30482957574874253,0.34028241503796713,0.1505536605154547
369,Agriculture,Rural,Lean,0.33635204531634544,0.0537374900062737,0.4032459585610394
1623,Handicraft,Rural,Lean,0.798574179382354,0.5916945330295798,0.2587968428767392
1878,Agriculture,Rural,Lean,0.7863213970832532,0.6562808969350613,0.46631875221012825
1967,Agriculture,Rural,Lean,0.7982690582574075,0.0331364344709602,0.36569566568689
188,Retail,Rural,Lean,0.6488043655390479,0.3005737575871515,0.11192849198021917
1584,Agriculture,Urban,Harvest,0.7823807044354936,0.44585322965612806,0.07258295776855395
1941,Livestock,Urban,Planting,0.28581464131477946,0.4841467382135338,0.09050975968973882
894,Retail,Rural,Harvest,0.356673740786814,0.46252235291303906,0.16049619972412413
308,Agriculture,Urban,Lean,0.5746356959145953,0.5543525231217036,0.5140110806830721
1746,Handicraft,Urban,Lean,0.30619473315601525,0.7734529619356184,0.2710690192136791
951,Agriculture,Rural,Lean,0.4684254497179095,0.31246921690296886,0.5901817188943228
739,Livestock,Rural,Planting,0.34981303454135687,0.4452988535644715,0.28117301919340876
59,Agriculture,Rural,Harvest,0.7554041071471462,0.5592629035711992,0.2725977546943155
310,Retail,Rural,Harvest,0.46592269092406574,0.473939057662244,-0.02832825307128961
1992,Agriculture,Rural,Planting,0.36928211893539975,0.30940082400734537,0.3144212721995545
1723,Retail,Rural,Planting,0.7870507479388291,0.4992634303598611,0.1584762334138624
221,Handicraft,Rural,Planting,0.3413108976164483,0.5200892243521291,0.24371375647013868
947,Handicraft,Rural,Lean,0.48111755208557927,0.4679747802610694,0.26103005780549504
62,Agriculture,Rural,Planting,0.6772563939951153,0.16408852860189668,0.0833609774624747
1241,Agriculture,Rural,Planting,0.309064513967105,0.40478508652194556,0.07755928545899157
1715,Handicraft,Urban,Lean,0.4351337074198014,0.7074854478085605,0.3709677967617091
1669,Livestock,Rural,Harvest,0.29760630545757993,0.6948815024257948,0.16751314865413325
370,Agriculture,Rural,Planting,0.5376340249315581,0.6006303399968089,0.09090922631137681
1392,Retail,Rural,Planting,0.6603069883652974,0.5577564115497801,0.1390751425545776
1686,Agriculture,Rural,Planting,0.40671718770153664,0.1226233102083607,0.07491669043178815
378,Handicraft,Rural,Planting,0.4727222541789424,0.3675717316035594,0.15298669161668307
834,Agriculture,Urban,Planting,0.64592364584121,0.0887610477979953,0.061042834719531563
826,Agriculture,Urban,Harvest,0.3689870548965668,0.6538275597088158,0.3601304304642023
960,Handicraft,Rural,Planting,0.34153454851274684,0.2328345651518009,0.19126899065866926
1993,Agriculture,Rural,Harvest,0.5149389171865342,0.6134926913992751,0.10967800278858203
1623,Retail,Urban,Lean,0.492026231566285,0.6516631132071222,0.13447826206072222
1492,Retail,Rural,Harvest,0.37958818139693806,0.7139968779292327,0.19704228361049772
1679,Agriculture,Urban,Lean,0.6436543372803716,0.6030640627902107,0.43564456148893727
1168,Agriculture,Rural,Harvest,0.4871933932931502,0.451783200405905,0.11580321740586275
1890,Retail,Urban,Harvest,0.5912800393094342,0.478547931781357,0.0468433786554969
1654,Agriculture,Rural,Lean,0.626876910566486,0.2564658214580954,0.4363018414502614
367,Retail,Rural,Planting,0.40335891647752153,0.14159695311235626,0.07225510289696169
285,Handicraft,Rural,Planting,0.47089053539580605,0.10450896385902411,0.005088066557929621
383,Handicraft,Rural,Harvest,0.46543336310624794,0.14561881689341716,0.15785627842201527
1958,Agriculture,Rural,Harvest,0.3928661350737324,0.7471615099222779,0.3252845816007248
425,Agriculture,Rural,Lean,0.42356870465527874,0.13154660336054702,0.38821030519379474
1532,Agriculture,Rural,Lean,0.6519655276559323,0.5789899559428399,0.6461517984920297
1210,Agriculture,Rural,Harvest,0.4698193496592596,0.14770283465177975,0.3306197343845844
637,Retail,Rural,Harvest,0.35870844859030104,0.7802318161726189,0.3019291112821062
1620,Retail,Rural,Harvest,0.28851804126520897,0.293267628380558,0.11849474756689513
562,Agriculture,Rural,Lean,0.2968291118608986,0.32970914322325595,0.4983128173031922
1369,Agriculture,Urban,Lean,0.2911487884870117,0.32360926302572307,0.3486052278073656
1393,Agriculture,Rural,Lean,0.7732780996284672,0.6531673472481669,0.37745539374883047
967,Retail,Urban,Planting,0.5933790619575452,0.17463241979368763,-0.0723492891749843
1645,Agriculture,Urban,Lean,0.47195224007295977,0.6648197887245035,0.4493246234838102
1905,Retail,Urban,Planting,0.7557495815636806,0.525647083553665,0.01851495445705842
1422,Agriculture,Urban,Planting,0.5368740559827703,0.17622413423753996,0.16711939164166115
1913,Handicraft,Urban,Lean,0.27345527385226226,0.05232603667272855,0.04453106369767551
1852,Handicraft,Rural,Planting,0.3097331072103983,0.619994033151167,0.2552009697003316
922,Agriculture,Urban,Lean,0.42750273420150997,0.1751704366529494,0.49569932127270666
1302,Agriculture,Rural,Planting,0.40201276969795874,0.7112534637782639,0.3490830184518111
319,Retail,Urban,Lean,0.49745692889795023,0.10382822189179129,0.06080465091256266
1901,Agriculture,Rural,Planting,0.621734958364438,0.4930916518460018,0.18642183650851404
847,Retail,Rural,Harvest,0.3776715118511,0.5537347149772089,0.2383463662741273
1364,Handicraft,Rural,Planting,0.9218032660622422,0.5261619316457753,0.24417103457203693
774,Retail,Rural,Harvest,0.5392754266359985,0.25282385159700355,0.19802926423239553
1238,Handicraft,Rural,Harvest,0.5556996807070755,0.7004188185763747,0.33706331048788474
